Date,bitcoin,ethereum,binancecoin,huobi-token
1592784000000,171192409474.1401,25381090910.620564,2358874801.5481806,941782034.905292
1592870400000,178128652479.62244,27083046206.889904,2437229810.816067,995743935.0927207
1592956800000,177187041226.59833,27097142032.576195,2417477041.4239235,989322889.803406
1593043200000,171028279701.5032,26239099771.426495,2370741002.541043,1004494457.7589469
1593129600000,170495281892.45944,25963410301.573772,2353394947.3436666,986364292.6311033
1593216000000,168807143703.19455,25643178437.809326,2330947468.521242,982745870.7142262
1593302400000,166004979429.79742,24650756780.212147,2244154724.2146554,964442815.536393
1593388800000,168334049772.4726,25059706534.523754,2273304407.392324,963437675.775666
1593475200000,169175896894.16483,25465535919.172665,2288640054.1966186,978845394.3284171
1593561600000,168558715595.07886,25169333234.47631,2283276873.7562456,969014568.3909582
1593648000000,170031996602.76715,25738012877.807854,2341084177.1575685,966861834.3681091
1593734400000,167604994105.34857,25284990219.958416,2271469452.384509,950956522.5179477
1593820800000,167116284671.21997,25132071680.625286,2264032087.7304187,956445013.1598008
1593907200000,168258822207.29507,25572481115.808292,2297513032.595132,961467813.7158301
1593993600000,167429736492.90482,25442148685.628662,2289383666.6296763,951686124.1401249
1594080000000,172136257752.3712,26966777214.595856,2412542715.3395653,988846986.5680411
1594166400000,170510411872.0138,26667827703.348965,2480460217.1846757,961022539.4783695
1594252800000,173809293389.63837,27538955079.081337,2541966350.3867364,984790279.9297528
1594339200000,170198606143.6283,27017961197.637337,2485639478.8712196,971855858.9463257
1594425600000,171104767641.88345,26917385878.316235,2547754640.775417,979197118.9782819
1594512000000,170191069703.26535,26712364780.153114,2604910436.970678,976786563.5257063
1594598400000,171364106456.32056,26889793823.339703,2698495512.134894,984097412.9382282
1594684800000,170370727819.23874,26757968884.421734,2715245514.9643817,986857674.5334793
1594771200000,170451532161.73575,26870705032.694412,2675828065.214395,986608530.5688574
1594857600000,169758848797.9732,26686755678.99533,2603200688.7911263,988616037.97226
1594944000000,168496782960.8989,26142878196.66504,2536635434.4637985,975602682.5925632
1595030400000,168760444137.05035,26015174195.367386,2523851243.1158524,971642374.2000381
1595116800000,169031588403.36658,26352655621.666836,2534108968.2212358,974415230.9249525
1595203200000,169692625141.8043,26715274452.48371,2665508175.6084304,980729111.0461512
1595289600000,168936986921.46805,26401433618.61543,2585027026.4680834,985247773.2097393
1595376000000,173036757675.6725,27404691587.94453,2623383923.4302955,991001826.2167692
1595462400000,175370017196.6754,29528105819.948067,2659506640.3949366,1008333162.4764112
1595548800000,176821599773.56787,30714049723.16856,2760438295.9559746,1010478653.8714613
1595635200000,175865705417.72916,31236557399.18939,2834374931.4004855,980298581.9879284
1595721600000,178740874539.49573,34136825749.960796,2935074481.7602634,1000079979.6351624
1595808000000,183064851468.00018,34754323492.16516,2885760248.0615215,1002518256.2866315
1595894400000,202191797991.40768,35873239729.40686,2910698837.6927166,1033649979.6699524
1595980800000,201144184191.06567,35422047874.02414,2981283364.288104,1038165846.3577135
1596067200000,204969785090.6761,35553131948.946304,2937168739.556445,1039911142.9097023
1596153600000,205200775318.21756,37564052087.124535,2965551533.5553617,1035584175.3914794
1596240000000,208933774575.1489,38794882275.39032,3060607052.3759594,1029478404.4838701
1596326400000,217741425308.62857,43411673380.48453,3199992932.004054,1112016917.332019
1596412800000,204126077224.646,41469942047.79405,3086470430.666615,1044944843.889865
1596499200000,207218525401.74573,43272376856.193855,3239321258.8805118,1110456634.8985248
1596585600000,206583502227.55646,43787281284.318275,3293276431.1433253,1135071215.2593265
1596672000000,216249264843.70206,44844619093.01642,3438061584.3995376,1145966769.7201462
1596758400000,217128467890.10898,44217734699.095276,3370982469.604111,1132188850.559166
1596844800000,213579066889.25037,42541561650.30221,3278820417.3771663,1094596442.5426085
1596931200000,216526346494.08014,43821378072.89572,3378074822.8434706,1098704856.2107036
1597017600000,215621627427.59085,43682388559.8162,3315615444.52618,1099177171.009781
1597104000000,218920276229.41245,44298575284.664795,3339788962.5250287,1097745875.963874
1597190400000,210825577055.42203,42639702440.41078,3114747466.7359214,1069004129.564333
1597276800000,213770877597.90494,43436076387.69582,3188863589.722237,1044984028.2356701
1597363200000,217185020504.78033,47693538253.1255,3215330089.174842,1075310224.5842483
1597449600000,216916952670.3025,49022330904.64755,3404939838.3994946,1094340942.3149796
1597536000000,219049736823.3334,48462771178.61529,3387732401.9469113,1118520256.9305387
1597622400000,219750735622.69547,48635333662.57019,3473865123.87327,1124287251.3061962
1597708800000,226536103501.8635,48259667903.08671,3476788975.014206,1115231162.115989
1597795200000,220980135332.21396,47400903599.29812,3397690721.6801467,1103769446.0235736
1597881600000,216660276172.5052,45642757811.590775,3302382351.2778296,1077875826.5538714
1597968000000,219044968220.88754,46754739209.41609,3414255884.599508,1124366229.9317474
1598054400000,212896669545.7498,43434501400.18814,3260640031.8602395,1097786701.2280376
1598140800000,215641597239.98148,44454504740.72998,3277780668.5864797,1085702589.3804479
1598227200000,215347356765.4613,44021875258.788315,3233813725.379268,1086242321.1896698
1598313600000,217410678530.35837,45914782850.88361,3336417081.5551314,1117159679.7287493
1598400000000,209658632328.37,43097616381.47341,3176756104.727373,1121993949.456164
1598486400000,211778947737.22385,43337732292.52325,3295697167.2175984,1160679774.645039
1598572800000,208747591910.15524,42903096293.90094,3411961399.9894276,1114012560.7435834
1598659200000,212799723684.94672,44402928843.0099,3413764685.101583,1131031228.5541577
1598745600000,212114842611.5429,44884412904.61814,3408734637.1192765,1112734351.1373432
1598832000000,216179629567.18042,48092923342.6494,3486695535.7498837,1132626119.5942168
1598918400000,215921598551.33038,49098776608.15353,3429200221.899609,1152537478.9881139
1599004800000,221315690777.34525,54146717970.58548,3678647220.13556,1156846415.6901186
1599091200000,210746091569.71368,49401551509.00041,3644800878.5971384,1177413788.2152362
1599177600000,188438095255.46017,43135808902.68998,3057090063.010929,1030246463.3651145
1599264000000,194040447575.93134,43627087090.328964,3101433925.4020534,1039798588.2991618
1599350400000,188092098308.3525,37655618254.050865,2870047729.5380454,1011541961.7945896
1599436800000,189621410257.03525,39710363028.2121,3441897088.2076416,1095251953.0694547
1599523200000,191501904758.68698,39639961273.34071,3289616682.4529815,1078293159.1907597
1599609600000,186825391248.7263,37835807856.34224,3391729400.819674,1057842747.6319233
1599696000000,188757938083.84296,39580368571.35996,3606231301.6235266,1092001099.7522442
1599782400000,191180566587.0585,41300327191.463684,3603704433.991752,1101288219.927093
1599868800000,192111562749.9339,42135842526.32081,3752802265.119167,1104045905.9567099
1599955200000,192997988416.4807,43393172173.54062,4189027940.767463,1102828645.4427862
1600041600000,190922719938.2308,41170490544.06533,4578726414.545887,1123071042.1163986
1600128000000,197010021430.2403,42353184458.585205,4512125844.064322,1117431668.1479065
1600214400000,199044338127.62628,41019180031.929504,4009700860.4941754,1116610438.9741266
1600300800000,202524001250.4926,41136175614.140686,4122357757.56389,1112275670.8141685
1600387200000,202358479464.18542,43828530075.491394,3959528315.0560274,1133310011.4567485
1600473600000,202091264904.96927,43009572687.415535,3976466685.154942,1142553843.4223456
1600560000000,204994315602.9869,43455110863.06883,4024066272.6573086,1147283691.5597863
1600646400000,202032519471.26855,41929980576.65271,3891106120.858083,1124475129.4265869
1600732800000,193677795064.08533,38695806846.97656,3493931691.129836,1069076224.4560925
1600819200000,194731087415.28983,38679912764.2938,3535552468.393081,1067153330.7732085
1600905600000,189120580778.46335,36239170986.342445,3373414662.270313,1053160662.3741245
1600992000000,198514026300.17914,39314719146.84341,3626151929.2579103,1082331902.5363076
1601078400000,197616950282.06653,39598389061.56603,3635723607.8745704,1078659789.3787036
1601164800000,198687083452.04324,39946698187.61045,3874918801.864329,1082059343.688808
1601251200000,199236216251.43555,40273903426.08249,3864067179.6542735,1079008583.3473506
1601337600000,197720212770.89465,39794887269.461235,3964694603.56834,1066597324.8870648
1601424000000,200532996047.58585,40574256067.82458,4253400066.790345,1080236154.3831818
1601510400000,199310441688.83572,40586538615.954575,4325855176.035254,1077161452.8771925
1601596800000,196617081790.5188,39782583382.89109,4036519254.14418,1077490743.8858433
1601683200000,195660035179.73257,39005631807.605095,4021625433.981785,1087431505.2194726
1601769600000,195188285650.34625,39098719406.98244,4184514172.408719,1082420281.2205713
1601856000000,197494664453.7935,39758373727.61445,4283270102.311906,1084473371.1064053
1601942400000,199530129891.0881,39890007481.293,4235422294.4251127,1074832851.7102132
1602028800000,196314284797.01337,38419834420.75508,4081175972.411447,1060425536.0384221
1602115200000,197575523784.584,38556379197.91778,4093867354.474435,1064899601.6963229
1602201600000,201518932273.67853,39539898845.29083,4090366937.1627183,1075632288.605087
1602288000000,204809205392.17957,41261693685.49925,4198511785.695526,1093082176.2058651
1602374400000,209268690952.5854,41919449520.12781,4178281516.429207,1092643773.9894342
1602460800000,210799352797.1382,42273071872.950066,4216513538.6379657,1095793045.1077757
1602547200000,213726225963.20517,43787622889.79302,4529414810.436585,1105632149.8756776
1602633600000,211576163357.66504,43068111158.10915,4536387303.784849,1091818763.6557355
1602720000000,211756280001.1405,42827891085.95138,4566346921.865745,1087945005.6028206
1602806400000,212878404236.874,42625398559.363594,4615821052.678012,1075955964.5103502
1602892800000,209993205751.02322,41424753265.12099,4436816337.992663,1032911646.3819207
1602979200000,210421523306.69058,41654901940.043465,4471124012.698126,1003722522.5264642
1603065600000,212752326976.49207,42730815492.78595,4528416810.2740555,1036459327.2842067
1603152000000,217391050812.65872,42919073937.74135,4422322858.349566,1020174904.7729536
1603238400000,220404884318.97812,41623179886.79757,4241175299.4954963,1010799947.2401443
1603324800000,236717318526.15692,44137912522.42472,4374680295.690144,1039935987.3374113
1603411200000,240257678153.83536,46776265907.292244,4520768370.052209,1060051844.2432555
1603497600000,239590543523.72256,46233128841.054825,4521344664.32785,1047934326.6472338
1603584000000,242785151288.07916,46625376044.79527,4517960819.150934,1050181909.5798532
1603670400000,241326618198.73062,45985592948.88831,4446242745.625003,1033458610.7478236
1603756800000,242141178089.60794,44537523611.830605,4603816454.737595,1029875453.7518754
1603843200000,253004886697.36078,45687568527.06391,4683647247.1061,1009650082.3817289
1603929600000,245661872194.44214,43943405500.51123,4484041908.978538,984224272.6573571
1604016000000,249545455596.3296,43798925859.1192,4420211966.048975,995675435.4619468
1604102400000,250845436637.92026,43341298725.501526,4216701943.861658,954804745.751676
1604188800000,255329261020.6163,43692767478.3082,4195740161.800611,987682293.4690785
1604275200000,254260250527.50497,44687833549.98935,4189298124.874467,967037678.3028649
1604361600000,251266177558.48047,43437224863.28803,4129579048.05467,892850871.2830508
1604448000000,259277183164.55063,43903834507.362854,3964658696.983034,848728819.2025845
1604534400000,261103557610.74826,45360338717.11154,3967025116.0989704,819633376.6087172
1604620800000,288118007577.42645,47077208350.069885,4094007654.9120317,838788428.3578367
1604707200000,288563189165.38806,51546745852.677986,4277111583.0896845,889529433.2916694
1604793600000,274687727889.983,49463138492.48698,4095631471.42624,874354600.9588034
1604880000000,287116472704.3936,51682115129.3641,4188047516.4405794,879571061.8958472
1604966400000,284292217075.7686,50377035452.20988,4123746337.8883257,874302863.8097548
1605052800000,283242342238.5137,51000796202.07293,4166476642.6499786,853352406.8018814
1605139200000,291215273242.1888,52569790942.69943,4116039125.5761733,850769787.0050373
1605225600000,301529322417.4614,52548309254.49251,4082305596.914276,848397090.8151624
1605312000000,302672502422.09,53963588841.127716,4164934047.7832813,847672113.0624983
1605398400000,298290647831.24426,52476765553.11609,4138996735.163435,844341471.4665011
1605484800000,296277008765.18964,50978678612.60896,4078970764.357405,846732836.6101036
1605571200000,309857769717.0289,52356872782.26836,4142983110.0273514,823350225.7837785
1605657600000,327448838765.29767,54716609289.542305,4214237524.1577663,860303749.9198403
1605744000000,330792375072.03064,54435713128.05311,4153238203.9986515,894106640.5646867
1605830400000,330526082018.5286,53447508889.231575,4147358204.585626,962860312.4141668
1605916800000,345552251091.15924,57875755337.83428,4272178890.3894467,997655317.9938656
1606003200000,346623937352.1668,62062910159.27977,4508909727.234483,1008566473.3380791
1606089600000,342078349285.0962,64219272617.02369,4442355802.130595,988843501.2828819
1606176000000,340635146714.39825,68705033455.82259,4543628008.752998,988133128.8506725
1606262400000,354209935573.8031,68461935305.63655,4982769840.406043,1031196827.0755342
1606348800000,348158099247.1633,64369854808.743355,4638993020.327642,967695308.8635269
1606435200000,317999016791.45123,58947811751.581924,4160410878.601351,948390958.9757339
1606521600000,318057301370.37897,58773961397.899704,4205742907.961242,947789662.522357
1606608000000,328812520405.74207,61290956964.36442,4300575783.620462,957730804.1134393
1606694400000,336495192223.0139,65121266717.863914,4451872526.18575,944817066.0901647
1606780800000,363927715778.6875,69576210026.93625,4628855599.420553,966080571.1806428
1606867200000,349587593227.14185,66950738084.67838,4456593037.752746,932300220.6341106
1606953600000,356517705143.29443,68153602806.21818,4485798669.948128,937215028.7103856
1607040000000,360661550057.2975,70109767421.9594,4532470312.734571,927746787.4665551
1607126400000,347850442856.6359,64944263291.91259,4313659353.384783,905422932.4215921
1607212800000,355244908734.6481,67764042948.9772,4395591397.934824,912682874.5848305
1607299200000,358762118305.1145,68483582708.01654,4358178089.7922735,909987866.9642637
1607385600000,356587934226.10187,67474119685.86511,4341263148.865393,917827929.5753428
1607472000000,340435142947.90857,63305670197.47529,4099895788.270019,957232644.4481367
1607558400000,344693077429.9694,65276424697.152855,4167230661.076464,954619989.6745735
1607644800000,339714540194.3479,63759073874.73225,4097433907.2959285,931920346.2822514
1607731200000,335310805699.2893,62124158560.85701,4051182427.359371,925121919.5362966
1607817600000,349235537025.78625,64655118180.3175,4163931310.434167,931556884.557534
1607904000000,355642790361.31714,67134794851.681,4284844712.4802995,929278821.879223
1607990400000,357681110300.36426,66629545532.422066,4423709692.446076,916119675.6662802
1608076800000,360542942204.959,67041487308.61978,4363659616.569024,911946856.7095089
1608163200000,396179736655.63983,72301103108.2225,4502642498.3104515,948061456.6982106
1608249600000,423587689809.2768,72955533475.1786,4458380241.204621,938129820.5266383
1608336000000,429459534590.4159,74135277407.04251,4575748263.384468,942258954.7289578
1608422400000,443289431125.4617,75092677592.1047,4916865111.165444,998153643.3452334
1608508800000,436893169132.7113,72618785345.5407,5051713693.403217,955876996.1248211
1608595200000,424329939581.7774,69545799024.42459,4777115837.70322,950079333.2125589
1608681600000,441752551013.19135,72327947935.45154,4945772817.2023,962122289.4417924
1608768000000,433051601800.69293,67468061368.13851,4660064269.514709,920006834.681206
1608854400000,441614502954.16315,69867514814.01097,4814447228.089379,931972539.5050577
1608940800000,458416319552.32434,71422858091.1277,4899865020.948586,942477525.6583407
1609027200000,491978602969.93176,72391403990.8806,4954948231.448557,932955616.37979
1609113600000,493427450341.26013,78833072066.0927,4973685729.749473,940066718.6346871
1609200000000,503712223153.6673,83575563402.66385,5302039004.723987,986437020.5244712
1609286400000,509680257177.0481,83885243123.81543,5722427540.454511,1019778645.3482449
1609372800000,535967306917.84125,85790178023.44371,5644561342.625012,1009600416.7716491
1609459200000,539438036435.6701,84037694047.35515,5507755823.482548,1018188499.5179626
1609545600000,545593282215.2498,83294083323.20639,5584591445.479913,1212962661.6818876
1609632000000,597887713053.5825,88595346035.55156,5664992538.860413,1130662071.2184074
1609718400000,613616917625.6967,112525376104.65454,6162622121.465481,1149361045.5333314
1609804800000,585726270248.7891,116693162132.74934,5860212415.082251,1106043764.4654508
1609891200000,633651671519.3958,125112930227.72487,6146043355.419785,1131191444.5895295
1609977600000,682743683563.0741,137306782958.13135,6213203841.025946,1175439301.325768
1610064000000,735339707368.3339,139084939665.71393,6360257240.65883,1175689636.4073696
1610150400000,758971014787.3597,139145700786.27826,6257342788.151831,983916957.6356711
1610236800000,749347201462.6359,147397891905.5662,6535325408.396228,1048548063.1950368
1610323200000,714078952009.0243,144775179901.584,6321067625.073282,1123773834.8777626
1610409600000,663380898829.0051,124728988376.03725,5708211117.642347,964298159.6105689
1610496000000,629751630408.4126,119330774034.78914,5655761600.931015,938581300.7745875
1610582400000,696668634091.3435,128582223216.03041,5950937294.099859,988677563.5873219
1610668800000,729751433670.0881,138240285220.32953,6162213630.697031,997430138.0457742
1610755200000,684304915288.2261,133962341262.37857,6085115283.863143,991557010.0581292
1610841600000,674660879866.02,141369013157.282,6408266290.294945,998801264.2637649
1610928000000,672291934493.4396,142087383372.707,6811733847.335682,1037949955.5946391
1611014400000,682647247200.097,143378258827.21744,6697976479.659836,1120201412.491526
1611100800000,671734819189.1033,157929393133.71045,6375499623.76684,1141803304.0284746
1611187200000,662434464441.264,156457140894.28006,6266849381.663175,1127889439.1453266
1611273600000,575205510268.1292,130713677392.4996,5774109832.68915,1013781031.7593771
1611360000000,613271077002.4795,140271927461.8329,5972297132.161497,1058736244.86547
1611446400000,596744391345.3533,140773242456.76056,6025125570.096895,1123112429.6249197
1611532800000,600595408892.1986,158167202909.14236,6175849056.405198,1125339829.6777632
1611619200000,602517850752.0305,151940348541.692,6118277883.105456,1115416290.7103696
1611705600000,606573549809.8268,155446593758.92108,6125248409.288884,1107991641.1187935
1611792000000,566661443732.4073,141774137750.6659,6046117020.91682,1065811762.4616046
1611878400000,616625386428.2396,152877389472.9714,6283476043.155616,1156371049.8097456
1611964800000,635688668063.594,158354114909.26474,6337205523.632562,1173656050.2812746
1612051200000,636624676861.2642,157410718624.21973,6604362183.837016,1247741691.2187366
1612137600000,615013848827.3505,150322722005.1637,6522941333.935256,1336436992.194492
1612224000000,621908231690.1377,155894407853.50046,7583767269.190991,1321471517.9764216
1612310400000,660664104637.4851,174557101587.54166,7569477058.56905,1353432949.664386
1612396800000,695794870715.5251,189023794263.7008,7735129472.072181,1452212766.4252667
1612483200000,686453802173.3838,183982328605.4526,8333210382.439513,1507840225.6500378
1612569600000,706320162928.6615,196424150368.47876,10106500512.436033,1577343406.1208467
1612656000000,732453192636.7231,192164042318.95844,10648242256.756302,1712230837.2549703
1612742400000,723434796637.7434,184109385158.1494,10133846849.962713,1740030078.1068802
1612828800000,862413737410.9171,198719063426.16904,11666342815.764996,1780473446.0832965
1612915200000,867164581003.3563,203102939465.473,16042189486.944416,2296471104.4968295
1613001600000,839561451461.0575,199919369275.37125,19029543691.117306,2635705060.34579
1613088000000,890629045243.5952,203774834938.25632,18248020592.96308,2456960903.173766
1613174400000,880620921496.0787,210344318124.73236,20066593314.135468,2524451854.8252473
1613260800000,874425017687.0778,207890872554.91016,19799743676.327938,2437749304.5432835
1613347200000,905515462576.995,207057026271.03055,20235468424.048496,2393284962.058705
1613433600000,892345220938.2782,203972439068.60135,19096962299.56091,2235523429.5338173
1613520000000,917339726314.6964,204528599567.24704,19173445845.066593,2221696496.2627153
1613606400000,971516568847.578,211713928319.03534,24144663679.111786,2658970025.981384
1613692800000,963911356673.4604,221863277318.4042,28719828748.346386,2923272344.3448987
1613779200000,1044189900351.5892,226038410300.14252,52232341792.26047,4697278212.059304
1613865600000,1050555931433.1447,221404545098.43417,39186024468.50675,3893246164.5811167
1613952000000,1075380337357.9143,223004310602.46854,45745975207.855705,4766896504.909872
1614038400000,1012091985973.4642,204731064486.9056,41355468790.23462,4168714246.6130104
1614124800000,904133801444.5278,179691686731.1511,35160048230.5213,3466558310.945124
1614211200000,929081504353.552,185843232352.39114,39273073153.542694,3616193758.3339634
1614297600000,875883932252.4404,168658293547.98462,36653635808.81574,3212095029.923751
1614384000000,869070614247.8623,167151176870.9801,34347801258.49284,2875304889.597133
1614470400000,869649724200.5775,167833687528.28204,34863282195.0899,3008044985.015914
1614556800000,838307614585.1935,163289758568.53607,32747054923.74233,2567126772.2769823
1614643200000,928146793676.4287,179885012253.05722,39775549289.62083,2716137626.997298
1614729600000,905413239164.9064,172017777678.2973,37318077555.560394,2728322061.2909217
1614816000000,942969910364.1804,182133382817.63593,37511795342.74582,2861503624.456823
1614902400000,908517236707.5374,177647949967.0106,35579395371.44576,2952243783.9493513
1614988800000,911379300053.3455,176268279969.45792,34764818409.196365,2875172675.328463
1615075200000,916504852500.393,191505024384.2956,35132140627.2429,2872454980.278018
1615161600000,955040794770.1399,198695961501.5439,36937041399.52951,2933211825.9670434
1615248000000,974195000547.444,211132676701.59906,37175687161.84234,2917246801.485295
1615334400000,1018978819157.4177,214412034435.93906,45349664034.30795,3226800578.228135
1615420800000,1044805904677.5541,207916309215.61444,43134755617.83653,3026582400.0198994
1615507200000,1077836070933.286,210018342198.09778,44525761191.37331,2965400573.213534
1615593600000,1069776383193.8628,203771682506.1516,40908235661.641716,2808210601.829991
1615680000000,1145191373521.5942,222405459430.76758,42898756292.75063,2905766597.3193774
1615766400000,1111684638819.0723,215367930757.887,41037415793.37244,2791715965.167416
1615852800000,1049197142851.5631,207264868908.9888,39434323550.85248,2661953887.3200665
1615939200000,1060221966894.7418,207059072434.72623,39929253304.221054,2679002424.716967
1616025600000,1101028543248.462,210150824167.56415,41811497472.197235,2681192417.598386
1616112000000,1081065767945.8683,205022936620.98633,40603807044.01744,2666116452.2116356
1616198400000,1086741150606.8165,209188785173.5874,40708892326.84678,2619693352.258125
1616284800000,1090022321077.5006,209455699202.5177,41004900988.47188,2638566451.654803
1616371200000,1074356788297.177,206013222508.0891,40931038994.92851,2553488242.01923
1616457600000,1020641820438.662,195434685366.63266,39834881552.667854,2377574071.9436555
1616544000000,1017637245492.0177,192388701720.41965,39376090108.768486,2341941125.3306937
1616630400000,982797427007.2565,183005042939.6772,38516791584.363754,2304261030.836475
1616716800000,959155260366.7408,182810172113.94278,36192768189.38144,2264757419.337544
1616803200000,1027209990794.8939,195511706252.9431,39235816415.848915,2350230022.1185784
1616889600000,1042184275332.6417,197943394049.89084,41937086118.26921,2370669414.2961054
1616976000000,1039333584621.1438,194647792269.71985,41484697966.03745,2467094638.5516653
1617062400000,1075942162536.995,209088522651.80023,42478850221.41467,2643830079.447356
1617148800000,1095293012032.8433,212080597430.12268,47742356655.602066,2908476316.540622
1617235200000,1098127310946.8978,221210690537.73203,46841566978.953735,2862114549.3461514
1617321600000,1098583823874.2307,227187483748.8278,52021709574.684296,2980393100.274218
1617408000000,1103133931136.5508,246446284273.69153,52098346307.81932,3100936627.046884
1617494400000,1067101827372.9529,233519912234.63,49920147538.04927,2892691729.5908985
1617580800000,1087344280109.6896,239721240194.1402,53890347090.85982,2978095566.3715672
1617667200000,1096202611389.9541,242118495324.83636,56849486727.353165,3088595369.83762
1617753600000,1084341670320.8142,244306254505.299,62712349429.43108,3359016120.236759
1617840000000,1050759681844.6099,229324263726.26553,58558889933.084465,3011156384.3018355
1617926400000,1083362883828.1199,240116470865.16214,64636587595.50615,3229653093.2774377
1618012800000,1085794662404.731,238825167325.68292,69006619223.09024,3329304307.6332145
1618099200000,1116221525334.3267,246336623343.47812,72863380910.31287,3429621069.4827332
1618185600000,1120606689450.4702,247431817683.18906,80304972015.62056,3660103761.1826763
1618272000000,1118532902101.5269,247289165411.20078,92356058016.54314,3946272268.600287
1618358400000,1187737045885.1743,265314823430.1463,85352626250.56746,3747996147.034344
1618444800000,1173412921929.8884,281118122172.12756,83633350017.25006,3766109588.0055585
